;scopusID;eID;title;creator;date;pubName;volume;pageNum;citationID;Author
3274;SCOPUS_ID:84879885426;2-s2.0-84879885426;Nonporous silica nanoparticles for nanomedicine application;Tang L.;01.01.2013;Nano Today;8;22;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879885426&origin=inward;"Tang L.:7402081174;Cheng J.:9736586700"
3275;SCOPUS_ID:84875847795;2-s2.0-84875847795;"""Smart"" materials based on cellulose: A review of the preparations, properties, and applications";Qiu X.;04.10.2013;Materials;6;43;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875847795&origin=inward;"Qiu X.:35074749900;Hu S.:55475560700"
3276;SCOPUS_ID:84892949294;2-s2.0-84892949294;A literature survey of low-rank tensor approximation techniques;Grasedyck L.;01.01.2013;GAMM Mitteilungen;36;25;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84892949294&origin=inward;"Grasedyck L.:6602220267;Kressner D.:6506232120;Tobler C.:36195275200"
3277;SCOPUS_ID:84874531575;2-s2.0-84874531575;Solid-state and biological nanopore for real-time sensing of single chemical and sequencing of DNA;Haque F.;01.01.2013;Nano Today;8;18;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874531575&origin=inward;"Haque F.:57126942600;Li J.:56133991800;Wu H.-C.:7405583925;Liang X.-J.:7401735889;Guo P.:7101700995"
3278;SCOPUS_ID:84882947101;2-s2.0-84882947101;Designing electrospun nanofiber mats to promote wound healing-a review;Rieger K.;9.28.13;Journal of Materials Chemistry B;1;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84882947101&origin=inward;"Rieger K.A.:55836357400;Birch N.P.:55835486100;Schiffman J.D.:16022931400"
3279;SCOPUS_ID:84876058031;2-s2.0-84876058031;Bottom-up approach toward single-crystalline VO<inf>2</inf>-graphene ribbons as cathodes for ultrafast lithium storage;Yang S.;04.10.2013;Nano Letters;13;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876058031&origin=inward;"Yang S.:35575484300;Gong Y.:55565481700;Liu Z.:55714693400;Zhan L.:57203056990;Hashim D.P.:26430871900;Ma L.:55565359600;Vajtai R.:7003388970;Ajayan P.M.:35492852400"
3280;SCOPUS_ID:84875437500;2-s2.0-84875437500;Chitosan-halloysite nanotubes nanocomposite scaffolds for tissue engineering;Liu M.;4.21.13;Journal of Materials Chemistry B;1;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875437500&origin=inward;"Liu M.:57204794636;Wu C.:55632441300;Jiao Y.:7102211977;Xiong S.:8730087500;Zhou C.:7403346791"
3281;SCOPUS_ID:84879644021;2-s2.0-84879644021;Peptoid polymers: A highly designable bioinspired material;Sun J.;6.25.13;ACS Nano;7;17;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879644021&origin=inward;"Sun J.:56870553800;Zuckermann R.N.:7003488181"
3282;SCOPUS_ID:84875658915;2-s2.0-84875658915;Surface charge and cellular processing of covalently functionalized multiwall carbon nanotubes determine pulmonary toxicity;Li R.;3.26.13;ACS Nano;7;16;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875658915&origin=inward;"Li R.:35105296700;Wang X.:7501854159;Ji Z.:35490619600;Sun B.:55252636200;Zhang H.:36684414000;Chang C.H.:55636911500;Lin S.:14829420500;Meng H.:57201578473;Liao Y.-P.:55636743800;Wang M.:7406687566;Li Z.:36059529600;Hwang A.A.:53877418200;Song T.-B.:54795910100;Xu R.:56834909300;Yang Y.:57206627978;Zink J.I.:7102880092;Nel A.E.:7102516868;Xia T.:7101653319"
3283;SCOPUS_ID:84875980363;2-s2.0-84875980363;The path for metal complexes to a DNA target;Komor A.;05.07.2013;Chemical Communications;49;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875980363&origin=inward;"Komor A.C.:35339273000;Barton J.K.:7403157589"
3284;SCOPUS_ID:84875586449;2-s2.0-84875586449;The promotion of bone regeneration by nanofibrous hydroxyapatite/chitosan scaffolds by effects on integrin-BMP/Smad signaling pathway in BMSCs;Liu H.;06.01.2013;Biomaterials;34;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875586449&origin=inward;"Liu H.:55124803300;Peng H.:55351765700;Wu Y.:56060685100;Zhang C.:55622029600;Cai Y.:36514248300;Xu G.:55621811900;Li Q.:55703448700;Chen X.:57183284000;Ji J.:55425832800;Zhang Y.:8787468700;OuYang H.W.:16553037200"
3285;SCOPUS_ID:84871507237;2-s2.0-84871507237;Neural stem cells encapsulated in a functionalized self-assembling peptide hydrogel for brain tissue engineering;Cheng T.;03.01.2013;Biomaterials;34;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871507237&origin=inward;"Cheng T.-Y.:55336970100;Chen M.-H.:24328995700;Chang W.-H.:7404565073;Huang M.-Y.:15033067400;Wang T.-W.:7405565077"
3286;SCOPUS_ID:84874266729;2-s2.0-84874266729;Hyaluronic acid based self-assembling nanosystems for CD44 target mediated siRNA delivery to solid tumors;Ganesh S.;04.01.2013;Biomaterials;34;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874266729&origin=inward;"Ganesh S.:57193258132;Iyer A.K.:14123498800;Morrissey D.V.:8673456400;Amiji M.M.:7003769021"
3287;SCOPUS_ID:84881308513;2-s2.0-84881308513;New views on cellular uptake and trafficking of manufactured nanoparticles;Treuel L.;04.05.2013;Journal of the Royal Society Interface;10;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881308513&origin=inward;"Treuel L.:22836774200;Jiang X.:7404626877;Nienhaus G.U.:7007133242"
3288;SCOPUS_ID:84879498742;2-s2.0-84879498742;Nanostructured scaffolds for bone tissue engineering;Li X.;08.01.2013;Journal of Biomedical Materials Research - Part A;101 A;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879498742&origin=inward;"Li X.:26642975000;Wang L.:57196333063;Fan Y.:55648008700;Feng Q.:8393373400;Cui F.-Z.:7102990679;Watari F.:7005754483"
3289;SCOPUS_ID:84874449449;2-s2.0-84874449449;In situ synchrotron X-ray fluorescence mapping and speciation of CeO <inf>2</inf> and ZnO nanoparticles in soil cultivated soybean (Glycine max);Hernandez-Viezcas J.;2.26.13;ACS Nano;7;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874449449&origin=inward;"Hernandez-Viezcas J.A.:35758898100;Castillo-Michel H.:10641589000;Andrews J.C.:35758560000;Cotte M.:8971644100;Rico C.:24924014500;Peralta-Videa J.R.:6602580690;Ge Y.:35798159900;Priester J.H.:12782263800;Holden P.A.:7006622240;Gardea-Torresdey J.L.:7005884748"
3290;SCOPUS_ID:84893204137;2-s2.0-84893204137;Current trends in the use of liposomes for tumor targeting;Deshpande P.;01.01.2013;Nanomedicine;8;19;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84893204137&origin=inward;"Deshpande P.P.:54987089300;Biswas S.:56366493000;Torchilin V.P.:35514196600"
3291;SCOPUS_ID:84875835644;2-s2.0-84875835644;Highly ordered mesoporous crystalline MoSe <inf>2</inf> material with efficient visible-light-driven photocatalytic activity and enhanced lithium storage performance;Shi Y.;04.12.2013;Advanced Functional Materials;23;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875835644&origin=inward;"Shi Y.:8395787700;Hua C.:55203235000;Li B.:56132410100;Fang X.:56121826800;Yao C.:55642140900;Zhang Y.:7601312153;Hu Y.-S.:55541217100;Wang Z.:8663060000;Chen L.:26643213300;Zhao D.:7403489871;Stucky G.D.:7102842279"
3292;SCOPUS_ID:84880139404;2-s2.0-84880139404;Tumor redox heterogeneity-responsive prodrug nanocapsules for cancer chemotherapy;Wang J.;7.19.13;Advanced Materials;25;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880139404&origin=inward;"Wang J.:57191165985;Sun X.:55495904700;Mao W.:36515048800;Sun W.:7404011271;Tang J.:8639064500;Sui M.:7005146512;Shen Y.:7404766582;Gu Z.:55479373300"
3293;SCOPUS_ID:84880796546;2-s2.0-84880796546;A general approach to DNA-programmable atom equivalents;Zhang C.;01.01.2013;Nature Materials;12;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880796546&origin=inward;"Zhang C.:8641400900;MacFarlane R.J.:24830772000;Young K.L.:15125238100;Choi C.H.J.:56590208600;Hao L.:23097496000;Auyeung E.:37033348000;Liu G.:55706490800;Zhou X.:55453305400;Mirkin C.A.:7103053292"
3294;SCOPUS_ID:84873448690;2-s2.0-84873448690;Gold nanoshell nanomicelles for potential magnetic resonance imaging, light-triggered drug release, and photothermal therapy;Ma Y.;2.18.13;Advanced Functional Materials;23;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873448690&origin=inward;"Ma Y.:57198590646;Liang X.:55588569200;Tong S.:36659987300;Bao G.:55648437100;Ren Q.:55628586183;Dai Z.:7201387717"
3295;SCOPUS_ID:84881316179;2-s2.0-84881316179;Antimicrobial silver: Uses, toxicity and potential for resistance;Mijnendonckx K.;08.01.2013;BioMetals;26;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881316179&origin=inward;"Mijnendonckx K.:36806616400;Leys N.:8680131900;Mahillon J.:7004214891;Silver S.:35407144500;Van Houdt R.:8516964800"
3296;SCOPUS_ID:84880769157;2-s2.0-84880769157;Quantitative and multiplexed microRNA sensing in living cells based on peptide nucleic acid and nano graphene oxide (PANGO);Ryoo S.;7.23.13;ACS Nano;7;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880769157&origin=inward;"Ryoo S.-R.:36885140700;Lee J.:37034244300;Yeo J.:54397870000;Na H.-K.:36086440600;Kim Y.-K.:36013539200;Jang H.:36004545300;Lee J.H.:57203144489;Han S.W.:26643463400;Lee Y.:35091482400;Kim V.N.:7102754775;Min D.-H.:7201670306"
3297;SCOPUS_ID:84875682931;2-s2.0-84875682931;Theranostic nanoparticles with controlled release of gemcitabine for targeted therapy and MRI of pancreatic cancer;Lee G.;3.26.13;ACS Nano;7;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875682931&origin=inward;"Lee G.Y.:57194755267;Qian W.P.:35072040200;Wang L.:57157559300;Wang Y.A.:23029408800;Staley C.A.:7003916529;Satpathy M.:14720104600;Nie S.:7102656244;Mao H.:7201795917;Yang L.:8927533200"
3298;SCOPUS_ID:84881669479;2-s2.0-84881669479;Transferrin-conjugated magnetic silica PLGA nanoparticles loaded with doxorubicin and paclitaxel for brain glioma treatment;Cui Y.;11.01.2013;Biomaterials;34;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881669479&origin=inward;"Cui Y.:35209477500;Xu Q.:55222760800;Chow P.K.H.:7202656968;Wang D.:55539078500;Wang C.-H.:35239227700"
3299;SCOPUS_ID:84893783638;2-s2.0-84893783638;Coaxially electrospun core/shell structured poly(L-lactide) acid/chitosan nanofibers for potential drug carrier in tissue engineering;Ji X.;01.01.2013;Journal of Biomedical Nanotechnology;9;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84893783638&origin=inward;"Ji X.:55659544600;Yang W.:55501114600;Wang T.:55372315900;Mao C.:7201499726;Guo L.:55658144500;Xiao J.:37073659700;He N.:26643550300"
3300;SCOPUS_ID:84890564485;2-s2.0-84890564485;Detecting the translocation of DNA through a nanopore using graphene nanoribbons;Traversi F.;01.01.2013;Nature Nanotechnology;8;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84890564485&origin=inward;"Traversi F.:26031852000;Raillon C.:42062034400;Benameur S.M.:55923640900;Liu K.:55923529700;Khlybov S.:56337138400;Tosun M.:35231550500;Krasnozhon D.:56483190700;Kis A.:6603815894;Radenovic A.:15071042900"
3301;SCOPUS_ID:84888884131;2-s2.0-84888884131;Engineering a hollow nanocontainer platform with multifunctional molecular machines for tumor-targeted therapy in vitro and in vivo;Luo Z.;11.26.13;ACS Nano;7;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888884131&origin=inward;"Luo Z.:55504391700;Ding X.:53881202000;Hu Y.:55505014700;Wu S.:55549678000;Xiang Y.:57198411522;Zeng Y.:8858369000;Zhang B.:55502554700;Yan H.:56902746000;Zhang H.:57192490525;Zhu L.:14032649100;Liu J.:55946699500;Li J.:53881395000;Cai K.:7102517545;Zhao Y.:55323844300"
3302;SCOPUS_ID:84883066249;2-s2.0-84883066249;A review of the effect of processing variables on the fabrication of electrospun nanofibers for drug delivery applications;Pillay V.;10.21.13;Journal of Nanomaterials;2013;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883066249&origin=inward;"Pillay V.:7006118335;Dott C.:55884280300;Choonara Y.E.:12646854900;Tyagi C.:57202897636;Tomar L.:35580523200;Kumar P.:7403960277;Du Toit L.C.:14827707400;Ndesendo V.M.K.:6505983289"
3303;SCOPUS_ID:84882711574;2-s2.0-84882711574;Smart drug delivery nanocarriers with self-assembled DNA nanostructures;Li J.;8.27.13;Advanced Materials;25;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84882711574&origin=inward;"Li J.:35198461000;Fan C.:57195356075;Pei H.:37038273500;Shi J.:15734441500;Huang Q.:56489046300"
3304;SCOPUS_ID:84878614148;2-s2.0-84878614148;Cholic acid-functionalized nanoparticles of star-shaped PLGA-vitamin E TPGS copolymer for docetaxel delivery to cervical cancer;Zeng X.;08.01.2013;Biomaterials;34;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878614148&origin=inward;"Zeng X.:54909989100;Tao W.:55326126900;Mei L.:55603429200;Huang L.:14026761000;Tan C.:8628492800;Feng S.-S.:7402531264"
3305;SCOPUS_ID:84876901648;2-s2.0-84876901648;Plasmon-enhanced chemical reactions;Xiao M.;05.06.2013;Journal of Materials Chemistry A;1;15;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876901648&origin=inward;"Xiao M.:36497486500;Jiang R.:55264229400;Wang F.:57196463946;Fang C.:55093814200;Wang J.:13406480900;Yu J.C.:7405528463"
3306;SCOPUS_ID:84872395372;2-s2.0-84872395372;Dendronized heparin-doxorubicin conjugate based nanoparticle as pH-responsive drug delivery system for cancer therapy;She W.;03.01.2013;Biomaterials;34;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872395372&origin=inward;"She W.:35750602600;Li N.:57039392000;Luo K.:35315860900;Guo C.:55550333000;Wang G.:56293676800;Geng Y.:55499297300;Gu Z.:55479373300"
3307;SCOPUS_ID:84876724206;2-s2.0-84876724206;Functionalized quantum dots for biosensing and bioimaging and concerns on toxicity;Wang Y.;4.24.13;ACS Applied Materials and Interfaces;5;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876724206&origin=inward;"Wang Y.:57205068322;Hu R.:26531319000;Lin G.:55354509300;Roy I.:7005888825;Yong K.-T.:7102064261"
3308;SCOPUS_ID:84879604198;2-s2.0-84879604198;Selective cellular uptake and induction of apoptosis of cancer-targeted selenium nanoparticles;Huang Y.;09.01.2013;Biomaterials;34;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879604198&origin=inward;"Huang Y.:55766283000;He L.:56438403200;Liu W.:36992227300;Fan C.:56373415400;Zheng W.:7403566217;Wong Y.-S.:56012590500;Chen T.:55669508700"
3309;SCOPUS_ID:84876710834;2-s2.0-84876710834;Core-shell-type lipid-polymer hybrid nanoparticles as a drug delivery platform;Mandal B.;05.01.2013;Nanomedicine: Nanotechnology, Biology, and Medicine;9;17;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876710834&origin=inward;"Mandal B.:24171665300;Bhattacharjee H.:26038985100;Mittal N.:55195437000;Sah H.:56127728100;Balabathula P.:37088195400;Thoma L.A.:6701805406;Wood G.C.:57201278256"
3310;SCOPUS_ID:84874271053;2-s2.0-84874271053;The synergistic effect of hierarchical micro/nano-topography and bioactive ions for enhanced osseointegration;Zhang W.;04.01.2013;Biomaterials;34;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874271053&origin=inward;"Zhang W.:8925842600;Wang G.:35239078200;Liu Y.:57206819162;Zhao X.:55572632900;Zou D.:35765997800;Zhu C.:55728077500;Jin Y.:55571043000;Huang Q.:55325848000;Sun J.:57198438799;Liu X.:8603933800;Jiang X.:7404627219;Zreiqat H.:56248725600"
3311;SCOPUS_ID:84882278150;2-s2.0-84882278150;Data-driven review of thermoelectric materials: Performance and resource onsiderations;Gaultois M.;8.13.13;Chemistry of Materials;25;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84882278150&origin=inward;"Gaultois M.W.:22634197600;Sparks T.D.:35203925800;Borg C.K.H.:55615092200;Seshadri R.:7101697263;Bonificio W.D.:55825853300;Clarke D.R.:57203197165"
3312;SCOPUS_ID:84872861362;2-s2.0-84872861362;Genotoxicity of graphene nanoribbons in human mesenchymal stem cells;Akhavan O.;04.01.2013;Carbon;54;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872861362&origin=inward;"Akhavan O.:55884764800;Ghaderi E.:26429448300;Emamy H.:57205174785;Akhavan F.:55533561100"
3313;SCOPUS_ID:84884872221;2-s2.0-84884872221;A low-toxic multifunctional nanoplatform based on Cu<inf>9</inf>S <inf>5</inf>@mSiO<inf>2</inf> core-shell nanocomposites: Combining photothermal- and chemotherapies with infrared thermal imaging for cancer treatment;Song G.;9.20.13;Advanced Functional Materials;23;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884872221&origin=inward;"Song G.:8221569500;Wang Q.:56139747100;Wang Y.:57200058902;Lv G.:57158730600;Li C.:57192585554;Zou R.:24475575100;Chen Z.:57196285658;Qin Z.:7202822494;Huo K.:7004127179;Hu R.:36854408100;Hu J.:8242699400"
3314;SCOPUS_ID:84878295483;2-s2.0-84878295483;Mechanism of polyplex- and lipoplex-mediated delivery of nucleic acids: Real-time visualization of transient membrane destabilization without endosomal lysis;Rehman Z.;5.28.13;ACS Nano;7;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878295483&origin=inward;"Rehman Z.U.:57200885565;Hoekstra D.:13008679300;Zuhorn I.S.:7801466768"
3315;SCOPUS_ID:84878053535;2-s2.0-84878053535;Colorimetric detection of mercury ions based on plasmonic nanoparticles;Du J.;5.27.13;Small;9;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878053535&origin=inward;"Du J.:35338966200;Jiang L.:35332185300;Shao Q.:37075610300;Liu X.:35315695000;Marks R.S.:7402738264;Ma J.:55230526700;Chen X.:35247510400"
3316;SCOPUS_ID:84873092879;2-s2.0-84873092879;Overcoming multidrug resistance of cancer cells by direct intranuclear drug delivery using TAT-conjugated mesoporous silica nanoparticles;Pan L.;04.01.2013;Biomaterials;34;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873092879&origin=inward;"Pan L.:55555315100;Liu J.:55062097200;He Q.:15057799900;Wang L.:57196330981;Shi J.:34870622400"
3317;SCOPUS_ID:84876515840;2-s2.0-84876515840;A novel acetylcholine bioensor and its electrochemical behavior;Wang W.;04.01.2013;Journal of Biomedical Nanotechnology;9;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876515840&origin=inward;"Wang W.:56948598400;Deng Y.:14826523400;Li S.:26663247600;Liu H.:35272478600;Lu Z.:10141344600;Zhang L.:55900924500;Lin L.:57198907660;Xu L.:24826003500"
3318;SCOPUS_ID:84870671568;2-s2.0-84870671568;Hollow structured upconversion luminescent NaYF<inf>4</inf>:Yb<sup>3+</sup>, Er<sup>3+</sup> nanospheres for cell imaging and targeted anti-cancer drug delivery;Yang D.;02.01.2013;Biomaterials;34;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870671568&origin=inward;"Yang D.:55717919500;Kang X.:24544546900;Ma P.:36717798600;Dai Y.:36671162900;Hou Z.:24478696200;Cheng Z.:8960439000;Li C.:22034888200;Lin J.:36077016800"
3319;SCOPUS_ID:84869092457;2-s2.0-84869092457;The role of cobalt ferrite magnetic nanoparticles in medical science;Amiri S.;01.01.2013;Materials Science and Engineering C;33;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84869092457&origin=inward;"Amiri S.:57197243233;Shokrollahi H.:55523101461"
3320;SCOPUS_ID:84886288184;2-s2.0-84886288184;In situ cell manipulation through enzymatic hydrogel photopatterning;Mosiewicz K.;01.01.2013;Nature Materials;12;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886288184&origin=inward;"Mosiewicz K.A.:24833343800;Kolb L.:55875697600;Van Der Vlies A.J.:35750876300;Martino M.M.:25650069300;Lienemann P.S.:55766237800;Hubbell J.A.:34570232400;Ehrbar M.:7801536855;Lutolf M.P.:6603765187"
3321;SCOPUS_ID:84884819393;2-s2.0-84884819393;NIR photothermal therapy using polyaniline nanoparticles;Zhou J.;12.01.2013;Biomaterials;34;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884819393&origin=inward;"Zhou J.:15062028400;Lu Z.:55848780700;Zhu X.:24367705700;Wang X.:55849222900;Liao Y.:26032199500;Ma Z.:55596817600;Li F.:8715607200"
3322;SCOPUS_ID:84873055972;2-s2.0-84873055972;Advances in drug delivery and medical imaging using colloidal lyotropic liquid crystalline dispersions;Mulet X.;03.01.2013;Journal of Colloid and Interface Science;393;19;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873055972&origin=inward;"Mulet X.:12781633300;Boyd B.J.:57204294908;Drummond C.J.:7102876190"
3323;SCOPUS_ID:84871080430;2-s2.0-84871080430;3D spheroid culture of hESC/hiPSC-derived hepatocyte-like cells for drug toxicity testing;Takayama K.;02.01.2013;Biomaterials;34;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871080430&origin=inward;"Takayama K.:36614603300;Kawabata K.:9640399400;Nagamoto Y.:55111102800;Kishimoto K.:55509400600;Tashiro K.:15840610200;Sakurai F.:7003748169;Tachibana M.:55371996700;Kanda K.:36854457100;Hayakawa T.:7402967838;Furue M.K.:36774791900;Mizuguchi H.:57195381326"
3324;SCOPUS_ID:84880149742;2-s2.0-84880149742;Mesoporous silica nanoparticles for the design of smart delivery nanodevices;Colilla M.;02.01.2013;Biomaterials Science;1;20;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880149742&origin=inward;"Colilla M.:21833727300;Gonzalez B.:7102739065;Vallet-Regi M.:6503856606"
3325;SCOPUS_ID:84874388995;2-s2.0-84874388995;The chemomechanical properties of microbial polyhydroxyalkanoates;Laycock B.;03.01.2013;Progress in Polymer Science;38;47;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874388995&origin=inward;"Laycock B.:23067654200;Halley P.:7003569860;Pratt S.:7103017574;Werker A.:6701740654;Lant P.:7003656511"
3326;SCOPUS_ID:84872049729;2-s2.0-84872049729;Carbon nanotubes as plant growth regulators: Effects on tomato growth, reproductive system, and soil microbial community;Khodakovskaya M.;1.14.13;Small;9;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872049729&origin=inward;"Khodakovskaya M.V.:8643040800;Kim B.-S.:55513635200;Kim J.N.:50161645000;Alimohammadi M.:35267831100;Dervishi E.:18433377200;Mustafa T.:36662715800;Cernigla C.E.:55547353400"
3327;SCOPUS_ID:84870310484;2-s2.0-84870310484;Improving antiangiogenesis and anti-tumor activity of curcumin by biodegradable polymeric micelles;Gong C.;01.01.2013;Biomaterials;34;19;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870310484&origin=inward;"Gong C.:15834538000;Deng S.:37072127100;Wu Q.:36444661800;Xiang M.:24780142300;Wei X.:25924628400;Li L.:57200598690;Gao X.:57001728200;Wang B.:37001354800;Sun L.:55285715300;Chen Y.:55308893800;Li Y.:36731318300;Liu L.:36072143800;Qian Z.:7201384627;Wei Y.:55642879100"
3328;SCOPUS_ID:84887003262;2-s2.0-84887003262;Balancing cationic and hydrophobic content of PEGylated siRNA polyplexes enhances endosome escape, stability, blood circulation time, and bioactivity in vivo;Nelson C.;10.22.13;ACS Nano;7;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887003262&origin=inward;"Nelson C.E.:55349318200;Kintzing J.R.:57191229407;Hanna A.:55915167200;Shannon J.M.:54581691800;Gupta M.K.:57199379748;Duvall C.L.:6603963710"
3329;SCOPUS_ID:84881661646;2-s2.0-84881661646;Polyethyleneimine-mediated synthesis of folic acid-targeted iron oxide nanoparticles for invivo tumor MR imaging;Li J.;11.01.2013;Biomaterials;34;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881661646&origin=inward;"Li J.:55624432600;Zheng L.:14068314900;Cai H.:55272702200;Sun W.:55810262000;Shen M.:24336009700;Zhang G.:9733966600;Shi X.:7402953116"
3330;SCOPUS_ID:84873389138;2-s2.0-84873389138;Enzyme responsive materials: Design strategies and future developments;Zelzer M.;01.01.2013;Biomaterials Science;1;28;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873389138&origin=inward;"Zelzer M.:16242934000;Todd S.J.:16231568400;Hirst A.R.:7007107831;McDonald T.O.:55562343900;Ulijn R.V.:6603672061"
3331;SCOPUS_ID:84870876986;2-s2.0-84870876986;Hyaluronic acid modified mesoporous silica nanoparticles for targeted drug delivery to CD44-overexpressing cancer cells;Yu M.;01.07.2013;Nanoscale;5;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870876986&origin=inward;"Yu M.:15623963300;Jambhrunkar S.:26648716500;Thorn P.:57203069890;Chen J.:22957233400;Gu W.:7202449010;Yu C.:7404977977"
3332;SCOPUS_ID:84870714279;2-s2.0-84870714279;The potential of self-assembled, pH-responsive nanoparticles of mPEGylated peptide dendron-doxorubicin conjugates for cancer therapy;She W.;02.01.2013;Biomaterials;34;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870714279&origin=inward;"She W.:35750602600;Luo K.:35315860900;Zhang C.:56091220800;Wang G.:56293676800;Geng Y.:55499297300;Li L.:56540341000;He B.:36491473400;Gu Z.:55479373300"
3333;SCOPUS_ID:84883255015;2-s2.0-84883255015;Bioavailability of silver nanoparticles and ions: From a chemical and biochemical perspective;Behra R.;10.06.2013;Journal of the Royal Society Interface;10;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883255015&origin=inward;"Behra R.:57206353401;Sigg L.:7006721053;Clift M.J.D.:36055087000;Herzog F.:55394712000;Minghetti M.:23569697600;Johnston B.:7202159730;Petri-Fink A.:12799294600;Rothen-Rutishauser B.:6603722624"
